,Parent,Child,ParentGeneName,ChildGeneName
6974,ENSG00000143621,ENSG00000198522,ILF2,GPN1
6975,ENSG00000143621,ENSG00000213593,ILF2,TMX2
6976,ENSG00000143621,ENSG00000018610,ILF2,CXorf56
6977,ENSG00000143621,ENSG00000100220,ILF2,C22orf28
6978,ENSG00000143621,ENSG00000114503,ILF2,NCBP2
6979,ENSG00000143621,ENSG00000185721,ILF2,DRG1
6980,ENSG00000143621,ENSG00000128463,ILF2,EMC4
6981,ENSG00000143621,ENSG00000117751,ILF2,PPP1R8
6982,ENSG00000143621,ENSG00000173726,ILF2,TOMM20
6983,ENSG00000143727,ENSG00000106268,ACP1,NUDT1
6984,ENSG00000143727,ENSG00000102760,ACP1,RGCC
6985,ENSG00000143772,ENSG00000074370,ITPKB,ATP2A3
6986,ENSG00000143772,ENSG00000083838,ITPKB,ZNF446
6987,ENSG00000143772,ENSG00000099910,ITPKB,KLHL22
6988,ENSG00000143772,ENSG00000119772,ITPKB,DNMT3A
6989,ENSG00000143772,ENSG00000168763,ITPKB,CNNM3
6990,ENSG00000143772,ENSG00000112640,ITPKB,PPP2R5D
6991,ENSG00000143772,ENSG00000136878,ITPKB,USP20
6992,ENSG00000143772,ENSG00000100307,ITPKB,CBX7
6993,ENSG00000143772,ENSG00000103275,ITPKB,UBE2I
6994,ENSG00000143772,ENSG00000236867,ITPKB,RP3-522J7.5
6995,ENSG00000143774,ENSG00000136908,GUK1,DPM2
6996,ENSG00000143774,ENSG00000147454,GUK1,SLC25A37
6997,ENSG00000143797,ENSG00000169258,MBOAT2,GPRIN1
6998,ENSG00000143851,ENSG00000163874,PTPN7,ZC3H12A
6999,ENSG00000143977,ENSG00000158411,SNRPG,MITD1
7000,ENSG00000144659,ENSG00000143224,SLC25A38,PPOX
7001,ENSG00000144659,ENSG00000076043,SLC25A38,REXO2
7002,ENSG00000144677,ENSG00000022267,CTDSPL,FHL1
7003,ENSG00000144677,ENSG00000259330,CTDSPL,RP11-64K12.2
7004,ENSG00000144677,ENSG00000054793,CTDSPL,ATP9A
7005,ENSG00000144677,ENSG00000011105,CTDSPL,TSPAN9
7006,ENSG00000144677,ENSG00000259207,CTDSPL,ITGB3
7007,ENSG00000144677,ENSG00000081377,CTDSPL,CDC14B
7008,ENSG00000144741,ENSG00000086475,SLC25A26,SEPHS1
7009,ENSG00000144741,ENSG00000186230,SLC25A26,ZNF749
7010,ENSG00000144741,ENSG00000261311,SLC25A26,RP5-1014C4.3
7011,ENSG00000144741,ENSG00000064886,SLC25A26,CHI3L2
7012,ENSG00000144791,ENSG00000140391,LIMD1,TSPAN3
7013,ENSG00000144791,ENSG00000160325,LIMD1,CACFD1
7014,ENSG00000144791,ENSG00000115902,LIMD1,SLC1A4
7015,ENSG00000144791,ENSG00000231154,LIMD1,MORF4L2-AS1
7016,ENSG00000144791,ENSG00000135916,LIMD1,ITM2C
7017,ENSG00000144827,ENSG00000116161,ABHD10,CACYBP
7018,ENSG00000144827,ENSG00000179021,ABHD10,C3orf38
7019,ENSG00000144827,ENSG00000154059,ABHD10,IMPACT
7020,ENSG00000145016,ENSG00000182179,KIAA0226,UBA7
7021,ENSG00000145016,ENSG00000130940,KIAA0226,CASZ1
7022,ENSG00000145293,ENSG00000100814,ENOPH1,CCNB1IP1
7023,ENSG00000145293,ENSG00000205670,ENOPH1,FAM165B
7024,ENSG00000145365,ENSG00000174944,TIFA,P2RY14
7025,ENSG00000145781,ENSG00000154719,COMMD10,MRPL39
7026,ENSG00000145781,ENSG00000206341,COMMD10,HLA-H
7027,ENSG00000146109,ENSG00000149792,ABT1,MRPL49
7028,ENSG00000146109,ENSG00000041988,ABT1,THAP3
7029,ENSG00000146909,ENSG00000132763,NOM1,MMACHC
7030,ENSG00000146909,ENSG00000155729,NOM1,KCTD18
7031,ENSG00000146909,ENSG00000121769,NOM1,FABP3
7032,ENSG00000146909,ENSG00000055130,NOM1,CUL1
7033,ENSG00000146909,ENSG00000269825,NOM1,CTD-3099C6.9
7034,ENSG00000147274,ENSG00000078070,RBMX,MCCC1
7035,ENSG00000147274,ENSG00000113456,RBMX,RAD1
7036,ENSG00000147274,ENSG00000164024,RBMX,METAP1
7037,ENSG00000147274,ENSG00000259494,RBMX,MRPL46
7038,ENSG00000147274,ENSG00000033030,RBMX,ZCCHC8
7039,ENSG00000147274,ENSG00000164151,RBMX,KIAA0947
7040,ENSG00000147274,ENSG00000087448,RBMX,KLHDC5
7041,ENSG00000147274,ENSG00000120699,RBMX,EXOSC8
7042,ENSG00000147274,ENSG00000094880,RBMX,CDC23
7043,ENSG00000147274,ENSG00000077380,RBMX,DYNC1I2
7044,ENSG00000148019,ENSG00000110318,CEP78,KIAA1377
7045,ENSG00000148120,ENSG00000205873,C9orf3,AC130352.1
7046,ENSG00000148303,ENSG00000083845,RPL7A,RPS5
7047,ENSG00000148303,ENSG00000161016,RPL7A,RPL8
7048,ENSG00000148303,ENSG00000180879,RPL7A,SSR4
7049,ENSG00000148606,ENSG00000006695,POLR3A,COX10
7050,ENSG00000148606,ENSG00000168575,POLR3A,SLC20A2
7051,ENSG00000148606,ENSG00000244005,POLR3A,NFS1
7052,ENSG00000148606,ENSG00000253719,POLR3A,ATXN7L3B
7053,ENSG00000148606,ENSG00000159267,POLR3A,HLCS
7054,ENSG00000148606,ENSG00000160007,POLR3A,ARHGAP35
7055,ENSG00000148606,ENSG00000185986,POLR3A,SDHAP3
7056,ENSG00000148606,ENSG00000102910,POLR3A,LONP2
7057,ENSG00000148606,ENSG00000135749,POLR3A,PCNXL2
7058,ENSG00000148606,ENSG00000267575,POLR3A,CTC-459F4.3
7059,ENSG00000148606,ENSG00000140650,POLR3A,PMM2
7060,ENSG00000148672,ENSG00000003056,GLUD1,M6PR
7061,ENSG00000148672,ENSG00000166526,GLUD1,ZNF3
7062,ENSG00000148672,ENSG00000170088,GLUD1,TMEM192
7063,ENSG00000148672,ENSG00000171867,GLUD1,PRNP
7064,ENSG00000148672,ENSG00000109919,GLUD1,MTCH2
7065,ENSG00000148672,ENSG00000004961,GLUD1,HCCS
7066,ENSG00000148672,ENSG00000004455,GLUD1,AK2
7067,ENSG00000148672,ENSG00000164951,GLUD1,PDP1
7068,ENSG00000148672,ENSG00000104205,GLUD1,SGK3
7069,ENSG00000148672,ENSG00000114850,GLUD1,SSR3
7070,ENSG00000148843,ENSG00000001497,PDCD11,LAS1L
7071,ENSG00000148843,ENSG00000213614,PDCD11,HEXA
7072,ENSG00000148843,ENSG00000124228,PDCD11,DDX27
7073,ENSG00000148843,ENSG00000130816,PDCD11,DNMT1
7074,ENSG00000148843,ENSG00000075856,PDCD11,SART3
7075,ENSG00000148843,ENSG00000101361,PDCD11,NOP56
7076,ENSG00000148843,ENSG00000141956,PDCD11,PRDM15
7077,ENSG00000148843,ENSG00000149136,PDCD11,SSRP1
7078,ENSG00000148843,ENSG00000159899,PDCD11,NPR2
7079,ENSG00000150779,ENSG00000100410,TIMM8B,PHF5A
7080,ENSG00000151151,ENSG00000072401,IPMK,UBE2D1
7081,ENSG00000151151,ENSG00000155744,IPMK,FAM126B
7082,ENSG00000151151,ENSG00000097033,IPMK,SH3GLB1
7083,ENSG00000151348,ENSG00000170425,EXT2,ADORA2B
7084,ENSG00000151414,ENSG00000265206,NEK7,hsa-mir-142
7085,ENSG00000151414,ENSG00000121579,NEK7,NAA50
7086,ENSG00000151876,ENSG00000170917,FBXO4,NUDT6
7087,ENSG00000151876,ENSG00000164610,FBXO4,RP9
7088,ENSG00000152022,ENSG00000072736,LIX1L,NFATC3
7089,ENSG00000152022,ENSG00000196230,LIX1L,TUBB
7090,ENSG00000152022,ENSG00000147324,LIX1L,MFHAS1
7091,ENSG00000152457,ENSG00000164168,DCLRE1C,TMEM184C
7092,ENSG00000153015,ENSG00000137996,CWC27,RTCA
7093,ENSG00000153823,ENSG00000111961,PID1,SASH1
7094,ENSG00000153823,ENSG00000183604,PID1,RP11-347C12.2
7095,ENSG00000153975,ENSG00000115355,ZUFSP,CCDC88A
7096,ENSG00000153975,ENSG00000082898,ZUFSP,XPO1
7097,ENSG00000153989,ENSG00000149196,NUS1,C11orf73
7098,ENSG00000153989,ENSG00000102753,NUS1,KPNA3
7099,ENSG00000154265,ENSG00000154263,ABCA5,ABCA10
7100,ENSG00000154589,ENSG00000235453,LY96,TOPORS-AS1
7101,ENSG00000154589,ENSG00000116209,LY96,TMEM59
7102,ENSG00000154589,ENSG00000196821,LY96,C6orf106
7103,ENSG00000155465,ENSG00000204103,SLC7A7,MAFB
7104,ENSG00000155465,ENSG00000101846,SLC7A7,STS
7105,ENSG00000155465,ENSG00000165548,SLC7A7,TMEM63C
7106,ENSG00000156017,ENSG00000136104,C9orf41,RNASEH2B
7107,ENSG00000156471,ENSG00000160049,PTDSS1,DFFA
7108,ENSG00000156471,ENSG00000067704,PTDSS1,IARS2
7109,ENSG00000156471,ENSG00000112039,PTDSS1,FANCE
7110,ENSG00000156471,ENSG00000165675,PTDSS1,ENOX2
7111,ENSG00000156471,ENSG00000075415,PTDSS1,SLC25A3
7112,ENSG00000156471,ENSG00000156853,PTDSS1,ZNF689
7113,ENSG00000156471,ENSG00000084092,PTDSS1,NOA1
7114,ENSG00000156471,ENSG00000135763,PTDSS1,URB2
7115,ENSG00000156471,ENSG00000179950,PTDSS1,PUF60
7116,ENSG00000156531,ENSG00000130935,PHF6,NOL11
7117,ENSG00000156531,ENSG00000152749,PHF6,GPR180
7118,ENSG00000156531,ENSG00000168522,PHF6,FNTA
7119,ENSG00000156709,ENSG00000067601,AIFM1,PMS2P4
7120,ENSG00000156735,ENSG00000260686,BAG4,CTB-36H16.2
7121,ENSG00000157240,ENSG00000130052,FZD1,STARD8
7122,ENSG00000157240,ENSG00000204103,FZD1,MAFB
7123,ENSG00000157557,ENSG00000260361,ETS2,CTD-2313J17.5
7124,ENSG00000157916,ENSG00000103496,RER1,STX4
7125,ENSG00000157916,ENSG00000159322,RER1,ADPGK
7126,ENSG00000157916,ENSG00000070495,RER1,JMJD6
7127,ENSG00000157916,ENSG00000149182,RER1,ARFGAP2
7128,ENSG00000157916,ENSG00000111652,RER1,COPS7A
7129,ENSG00000158006,ENSG00000115738,PAFAH2,ID2
7130,ENSG00000158457,ENSG00000107438,TSPAN33,PDLIM1
7131,ENSG00000158604,ENSG00000115204,TMED4,MPV17
7132,ENSG00000158604,ENSG00000162923,TMED4,WDR26
7133,ENSG00000158604,ENSG00000163807,TMED4,KIAA1143
7134,ENSG00000158669,ENSG00000137106,AGPAT6,GRHPR
7135,ENSG00000159023,ENSG00000009307,EPB41,CSDE1
7136,ENSG00000159023,ENSG00000130830,EPB41,MPP1
7137,ENSG00000159023,ENSG00000166947,EPB41,EPB42
7138,ENSG00000159023,ENSG00000187097,EPB41,ENTPD5
7139,ENSG00000159023,ENSG00000236320,EPB41,SLFN14
7140,ENSG00000159023,ENSG00000196914,EPB41,ARHGEF12
7141,ENSG00000159023,ENSG00000153827,EPB41,TRIP12
7142,ENSG00000159023,ENSG00000130227,EPB41,XPO7
7143,ENSG00000159023,ENSG00000136842,EPB41,TMOD1
7144,ENSG00000159128,ENSG00000132109,IFNGR2,TRIM21
7145,ENSG00000159128,ENSG00000109743,IFNGR2,BST1
7146,ENSG00000159128,ENSG00000126883,IFNGR2,NUP214
7147,ENSG00000159128,ENSG00000115828,IFNGR2,QPCT
7148,ENSG00000159374,ENSG00000163435,C2orf65,ELF3
7149,ENSG00000159658,ENSG00000135387,KIAA0494,CAPRIN1
7150,ENSG00000159658,ENSG00000157538,KIAA0494,DSCR3
7151,ENSG00000159658,ENSG00000125484,KIAA0494,GTF3C4
7152,ENSG00000159658,ENSG00000170542,KIAA0494,SERPINB9
7153,ENSG00000159658,ENSG00000178502,KIAA0494,KLHL11
7154,ENSG00000159658,ENSG00000065883,KIAA0494,CDK13
7155,ENSG00000159674,ENSG00000005379,SPON2,BZRAP1
7156,ENSG00000159674,ENSG00000141736,SPON2,ERBB2
7157,ENSG00000159674,ENSG00000181877,SPON2,AC092535.1
7158,ENSG00000159674,ENSG00000109906,SPON2,ZBTB16
7159,ENSG00000159674,ENSG00000167634,SPON2,NLRP7
7160,ENSG00000159674,ENSG00000099889,SPON2,ARVCF
7161,ENSG00000160087,ENSG00000130706,UBE2J2,ADRM1
7162,ENSG00000160131,ENSG00000189343,VMA21,RPS2P46
7163,ENSG00000160208,ENSG00000100335,RRP1B,SMCR7L
7164,ENSG00000160208,ENSG00000078269,RRP1B,SYNJ2
7165,ENSG00000160695,ENSG00000213024,VPS11,NUP62
7166,ENSG00000160695,ENSG00000010165,VPS11,METTL13
7167,ENSG00000160695,ENSG00000011485,VPS11,PPP5C
7168,ENSG00000160695,ENSG00000130803,VPS11,ZNF317
7169,ENSG00000161405,ENSG00000162739,IKZF3,SLAMF6
7170,ENSG00000161405,ENSG00000130338,IKZF3,TULP4
7171,ENSG00000161405,ENSG00000170113,IKZF3,NIPA1
7172,ENSG00000161405,ENSG00000232104,IKZF3,RP11-509J21.1
7173,ENSG00000162063,ENSG00000240403,CCNF,KIR3DL2
7174,ENSG00000162437,ENSG00000182621,RAVER2,PLCB1
7175,ENSG00000162511,ENSG00000086062,LAPTM5,B4GALT1
7176,ENSG00000162511,ENSG00000075785,LAPTM5,RAB7A
7177,ENSG00000162511,ENSG00000166272,LAPTM5,WBP1L
7178,ENSG00000162511,ENSG00000167208,LAPTM5,SNX20
7179,ENSG00000162511,ENSG00000088832,LAPTM5,FKBP1A
7180,ENSG00000162585,ENSG00000129535,C1orf86,NRL
7181,ENSG00000162585,ENSG00000174871,C1orf86,CNIH2
7182,ENSG00000162739,ENSG00000173200,SLAMF6,PARP15
7183,ENSG00000162739,ENSG00000125885,SLAMF6,MCM8
7184,ENSG00000162747,ENSG00000203747,FCGR3B,FCGR3A
7185,ENSG00000162747,ENSG00000225217,FCGR3B,HSPA7
7186,ENSG00000162747,ENSG00000244682,FCGR3B,FCGR2C
7187,ENSG00000162894,ENSG00000179523,FAIM3,RP11-151N17.2
7188,ENSG00000162894,ENSG00000172965,FAIM3,AC068491.1
7189,ENSG00000162894,ENSG00000178199,FAIM3,ZC3H12D
7190,ENSG00000162894,ENSG00000128891,FAIM3,C15orf57
7191,ENSG00000162894,ENSG00000130787,FAIM3,HIP1R
7192,ENSG00000162894,ENSG00000154016,FAIM3,GRAP
7193,ENSG00000162894,ENSG00000162892,FAIM3,IL24
7194,ENSG00000162894,ENSG00000263072,FAIM3,RP11-473M20.14
7195,ENSG00000162894,ENSG00000124243,FAIM3,BCAS4
7196,ENSG00000163110,ENSG00000115762,PDLIM5,PLEKHB2
7197,ENSG00000163125,ENSG00000124164,RPRD2,VAPB
7198,ENSG00000163125,ENSG00000141232,RPRD2,TOB1
7199,ENSG00000163131,ENSG00000127951,CTSS,FGL2
7200,ENSG00000163131,ENSG00000025039,CTSS,RRAGD
7201,ENSG00000163219,ENSG00000111790,ARHGAP25,FGFR1OP2
7202,ENSG00000163219,ENSG00000119682,ARHGAP25,KIAA0317
7203,ENSG00000163219,ENSG00000087589,ARHGAP25,CASS4
7204,ENSG00000163235,ENSG00000165659,TGFA,DACH1
7205,ENSG00000163516,ENSG00000108465,ANKZF1,CDK5RAP3
7206,ENSG00000163516,ENSG00000221978,ANKZF1,CCNL2
7207,ENSG00000163545,ENSG00000151014,NUAK2,CCRN4L
7208,ENSG00000163545,ENSG00000160961,NUAK2,ZNF333
7209,ENSG00000163545,ENSG00000159388,NUAK2,BTG2
7210,ENSG00000163558,ENSG00000153006,PRKCI,SREK1IP1
7211,ENSG00000163558,ENSG00000079785,PRKCI,DDX1
7212,ENSG00000163702,ENSG00000090971,IL17RC,NAT14
7213,ENSG00000163781,ENSG00000115421,TOPBP1,PAPOLG
7214,ENSG00000163781,ENSG00000162630,TOPBP1,B3GALT2
7215,ENSG00000163820,ENSG00000080947,FYCO1,CROCCP3
7216,ENSG00000163820,ENSG00000198700,FYCO1,IPO9
7217,ENSG00000163820,ENSG00000206077,FYCO1,ZDHHC11B
7218,ENSG00000163872,ENSG00000113716,YEATS2,HMGXB3
7219,ENSG00000163872,ENSG00000119487,YEATS2,MAPKAP1
7220,ENSG00000163872,ENSG00000105186,YEATS2,ANKRD27
7221,ENSG00000163877,ENSG00000119487,SNIP1,MAPKAP1
7222,ENSG00000163946,ENSG00000078140,FAM208A,UBE2K
7223,ENSG00000164086,ENSG00000173950,DUSP7,XXYLT1
7224,ENSG00000164086,ENSG00000183250,DUSP7,C21orf67
7225,ENSG00000164091,ENSG00000040933,WDR82,INPP4A
7226,ENSG00000164091,ENSG00000100207,WDR82,TCF20
7227,ENSG00000164091,ENSG00000117036,WDR82,ETV3
7228,ENSG00000164091,ENSG00000143149,WDR82,ALDH9A1
7229,ENSG00000164091,ENSG00000100811,WDR82,YY1
7230,ENSG00000164091,ENSG00000133059,WDR82,DSTYK
7231,ENSG00000164091,ENSG00000025293,WDR82,PHF20
7232,ENSG00000164116,ENSG00000260244,GUCY1A3,RP11-588K22.2
7233,ENSG00000164209,ENSG00000175087,SLC25A46,PDIK1L
7234,ENSG00000164209,ENSG00000145817,SLC25A46,YIPF5
7235,ENSG00000164209,ENSG00000149313,SLC25A46,AASDHPPT
7236,ENSG00000164209,ENSG00000120802,SLC25A46,TMPO
7237,ENSG00000164258,ENSG00000111845,NDUFS4,PAK1IP1
7238,ENSG00000164258,ENSG00000241837,NDUFS4,ATP5O
7239,ENSG00000164828,ENSG00000198393,SUN1,ZNF26
7240,ENSG00000164828,ENSG00000085465,SUN1,OVGP1
7241,ENSG00000164828,ENSG00000205643,SUN1,CDPF1
7242,ENSG00000164828,ENSG00000165689,SUN1,SDCCAG3
7243,ENSG00000164828,ENSG00000185664,SUN1,PMEL
7244,ENSG00000164924,ENSG00000138594,YWHAZ,TMOD3
7245,ENSG00000164924,ENSG00000132388,YWHAZ,UBE2G1
7246,ENSG00000164924,ENSG00000147533,YWHAZ,GOLGA7
7247,ENSG00000165271,ENSG00000134574,NOL6,DDB2
7248,ENSG00000165271,ENSG00000183726,NOL6,TMEM50A
7249,ENSG00000165282,ENSG00000104884,PIGO,ERCC2
7250,ENSG00000165282,ENSG00000141349,PIGO,G6PC3
7251,ENSG00000165282,ENSG00000173065,PIGO,FAM222B
7252,ENSG00000165282,ENSG00000178718,PIGO,RPP25
7253,ENSG00000165458,ENSG00000149930,INPPL1,TAOK2
7254,ENSG00000165458,ENSG00000155034,INPPL1,FBXL18
7255,ENSG00000165458,ENSG00000161847,INPPL1,RAVER1
7256,ENSG00000165458,ENSG00000140548,INPPL1,ZNF710
7257,ENSG00000165458,ENSG00000149782,INPPL1,PLCB3
7258,ENSG00000165458,ENSG00000070610,INPPL1,GBA2
7259,ENSG00000165506,ENSG00000213888,DNAAF2,AC005003.1
7260,ENSG00000165632,ENSG00000197701,TAF3,ZNF595
7261,ENSG00000165671,ENSG00000166224,NSD1,SGPL1
7262,ENSG00000165671,ENSG00000100888,NSD1,CHD8
7263,ENSG00000165671,ENSG00000183530,NSD1,PRR14L
7264,ENSG00000165671,ENSG00000168710,NSD1,AHCYL1
7265,ENSG00000165671,ENSG00000181789,NSD1,COPG1
7266,ENSG00000165671,ENSG00000074356,NSD1,C17orf85
7267,ENSG00000165671,ENSG00000170325,NSD1,PRDM10
7268,ENSG00000165775,ENSG00000072274,FUNDC2,TFRC
7269,ENSG00000165775,ENSG00000198805,FUNDC2,PNP
7270,ENSG00000165775,ENSG00000170540,FUNDC2,ARL6IP1
7271,ENSG00000165832,ENSG00000123268,TRUB1,ATF1
7272,ENSG00000165832,ENSG00000048544,TRUB1,MRPS10
7273,ENSG00000166037,ENSG00000175087,CEP57,PDIK1L
7274,ENSG00000166037,ENSG00000107625,CEP57,DDX50
7275,ENSG00000166037,ENSG00000169251,CEP57,NMD3
7276,ENSG00000166037,ENSG00000143401,CEP57,ANP32E
7277,ENSG00000166037,ENSG00000166266,CEP57,CUL5
7278,ENSG00000166037,ENSG00000198346,CEP57,ZNF813
7279,ENSG00000166037,ENSG00000128513,CEP57,POT1
7280,ENSG00000166197,ENSG00000242282,NOLC1,AC108488.4
7281,ENSG00000166197,ENSG00000143458,NOLC1,GABPB2
7282,ENSG00000166200,ENSG00000091164,COPS2,TXNL1
7283,ENSG00000166200,ENSG00000105767,COPS2,CADM4
7284,ENSG00000166200,ENSG00000213639,COPS2,PPP1CB
7285,ENSG00000166435,ENSG00000241170,XRRA1,RP11-147I3.1
7286,ENSG00000166484,ENSG00000099999,MAPK7,RNF215
7287,ENSG00000166484,ENSG00000168890,MAPK7,TMEM150A
7288,ENSG00000166579,ENSG00000133026,NDEL1,MYH10
7289,ENSG00000166579,ENSG00000259642,NDEL1,C15orf37
7290,ENSG00000166579,ENSG00000134830,NDEL1,GPR77
7291,ENSG00000166579,ENSG00000124134,NDEL1,KCNS1
7292,ENSG00000166579,ENSG00000255453,NDEL1,AP000640.8
7293,ENSG00000166889,ENSG00000122783,PATL1,C7orf49
7294,ENSG00000166986,ENSG00000163141,MARS,BNIPL
7295,ENSG00000167074,ENSG00000102931,TEF,ARL2BP
7296,ENSG00000167196,ENSG00000156958,FBXO22,GALK2
7297,ENSG00000167272,ENSG00000101190,POP5,TCFL5
7298,ENSG00000167272,ENSG00000262049,POP5,RP13-1032I1.7
7299,ENSG00000167272,ENSG00000126457,POP5,PRMT1
7300,ENSG00000167272,ENSG00000204392,POP5,LSM2
7301,ENSG00000167536,ENSG00000144655,DHRS13,CSRNP1
7302,ENSG00000167536,ENSG00000125170,DHRS13,DOK4
7303,ENSG00000167815,ENSG00000179262,PRDX2,RAD23A
7304,ENSG00000167815,ENSG00000163444,PRDX2,TMEM183A
7305,ENSG00000168286,ENSG00000123064,THAP11,DDX54
7306,ENSG00000168286,ENSG00000182768,THAP11,NGRN
7307,ENSG00000168421,ENSG00000057935,RHOH,MTA3
7308,ENSG00000168421,ENSG00000125246,RHOH,CLYBL
7309,ENSG00000168421,ENSG00000130956,RHOH,HABP4
7310,ENSG00000168421,ENSG00000130844,RHOH,ZNF331
7311,ENSG00000168421,ENSG00000176171,RHOH,BNIP3
7312,ENSG00000168421,ENSG00000133678,RHOH,TMEM254
7313,ENSG00000168421,ENSG00000223385,RHOH,COX10-AS1
7314,ENSG00000168421,ENSG00000102053,RHOH,ZC3H12B
7315,ENSG00000168421,ENSG00000250565,RHOH,ATP6V1E2
7316,ENSG00000168421,ENSG00000229895,RHOH,RP4-655J12.3
7317,ENSG00000168421,ENSG00000269783,RHOH,AL358938.1
7318,ENSG00000168421,ENSG00000204271,RHOH,SPIN3
7319,ENSG00000168434,ENSG00000100058,COG7,CRYBB2P1
7320,ENSG00000168434,ENSG00000149262,COG7,INTS4
7321,ENSG00000168461,ENSG00000071967,RAB31,CYBRD1
7322,ENSG00000168497,ENSG00000120885,SDPR,CLU
7323,ENSG00000168497,ENSG00000250334,SDPR,RP11-234K19.2
7324,ENSG00000168497,ENSG00000113924,SDPR,HGD
7325,ENSG00000168497,ENSG00000227165,SDPR,WDR11-AS1
7326,ENSG00000168792,ENSG00000177733,ABHD15,HNRNPA0
7327,ENSG00000168806,ENSG00000266947,LCMT2,RP11-799D4.4
7328,ENSG00000168876,ENSG00000064933,ANKRD49,PMS1
7329,ENSG00000168876,ENSG00000162642,ANKRD49,C1orf52
7330,ENSG00000168876,ENSG00000110848,ANKRD49,CD69
7331,ENSG00000168876,ENSG00000236287,ANKRD49,ZBED5
7332,ENSG00000168876,ENSG00000155868,ANKRD49,MED7
7333,ENSG00000168876,ENSG00000131931,ANKRD49,THAP1
7334,ENSG00000169062,ENSG00000183309,UPF3A,ZNF623
7335,ENSG00000169062,ENSG00000124562,UPF3A,SNRPC
7336,ENSG00000169313,ENSG00000117586,P2RY12,TNFSF4
7337,ENSG00000169398,ENSG00000205213,PTK2,LGR4
7338,ENSG00000169508,ENSG00000121895,GPR183,TMEM156
7339,ENSG00000169508,ENSG00000079335,GPR183,CDC14A
7340,ENSG00000169508,ENSG00000233387,GPR183,RP11-342D11.3
7341,ENSG00000169519,ENSG00000137038,METTL15,C9orf123
7342,ENSG00000169714,ENSG00000175606,CNBP,TMEM70
7343,ENSG00000169727,ENSG00000168758,GPS1,SEMA4C
7344,ENSG00000169727,ENSG00000116237,GPS1,ICMT
7345,ENSG00000169727,ENSG00000188986,GPS1,COBRA1
7346,ENSG00000169727,ENSG00000133027,GPS1,PEMT
7347,ENSG00000169727,ENSG00000053371,GPS1,AKR7A2
7348,ENSG00000169727,ENSG00000164062,GPS1,APEH
7349,ENSG00000169740,ENSG00000116459,ZNF32,ATP5F1
7350,ENSG00000169896,ENSG00000120733,ITGAM,KDM3B
7351,ENSG00000169896,ENSG00000177628,ITGAM,GBA
7352,ENSG00000169896,ENSG00000257923,ITGAM,CUX1
7353,ENSG00000169991,ENSG00000135631,IFFO2,RAB11FIP5
7354,ENSG00000170144,ENSG00000138668,HNRNPA3,HNRNPD
7355,ENSG00000170144,ENSG00000233177,HNRNPA3,RP11-179H18.2
7356,ENSG00000170144,ENSG00000151923,HNRNPA3,TIAL1
7357,ENSG00000170144,ENSG00000180957,HNRNPA3,PITPNB
7358,ENSG00000170144,ENSG00000171262,HNRNPA3,FAM98B
7359,ENSG00000170144,ENSG00000134852,HNRNPA3,CLOCK
7360,ENSG00000170144,ENSG00000151665,HNRNPA3,PIGF
7361,ENSG00000170144,ENSG00000131023,HNRNPA3,LATS1
7362,ENSG00000170144,ENSG00000107758,HNRNPA3,PPP3CB
7363,ENSG00000170145,ENSG00000159915,SIK2,ZNF233
7364,ENSG00000170145,ENSG00000179981,SIK2,TSHZ1
7365,ENSG00000170145,ENSG00000113555,SIK2,PCDH12
7366,ENSG00000170145,ENSG00000260534,SIK2,RP11-1006G14.4
7367,ENSG00000170145,ENSG00000186951,SIK2,PPARA
7368,ENSG00000170145,ENSG00000213965,SIK2,NUDT19
7369,ENSG00000170145,ENSG00000065060,SIK2,UHRF1BP1
7370,ENSG00000170145,ENSG00000100811,SIK2,YY1
7371,ENSG00000170322,ENSG00000236002,NFRKB,CTB-75G16.1
7372,ENSG00000170581,ENSG00000260336,STAT2,RP11-395B7.7
7373,ENSG00000170581,ENSG00000213928,STAT2,IRF9
7374,ENSG00000170581,ENSG00000214872,STAT2,SMTNL1
7375,ENSG00000170581,ENSG00000132530,STAT2,XAF1
7376,ENSG00000170581,ENSG00000178685,STAT2,PARP10
7377,ENSG00000170581,ENSG00000020577,STAT2,SAMD4A
7378,ENSG00000170581,ENSG00000068079,STAT2,IFI35
7379,ENSG00000170581,ENSG00000118162,STAT2,KPTN
7380,ENSG00000170832,ENSG00000078618,USP32,NRD1
7381,ENSG00000170832,ENSG00000138449,USP32,SLC40A1
7382,ENSG00000170832,ENSG00000160799,USP32,CCDC12
7383,ENSG00000170832,ENSG00000178980,USP32,SEPW1
7384,ENSG00000170832,ENSG00000113742,USP32,CPEB4
7385,ENSG00000170832,ENSG00000174886,USP32,NDUFA11
7386,ENSG00000170832,ENSG00000141504,USP32,SAT2
7387,ENSG00000170832,ENSG00000228601,USP32,RPL39P
7388,ENSG00000170832,ENSG00000100147,USP32,CCDC134
7389,ENSG00000170832,ENSG00000074319,USP32,TSG101
7390,ENSG00000170854,ENSG00000153391,MINA,INO80C
7391,ENSG00000170854,ENSG00000080200,MINA,CRYBG3
7392,ENSG00000171475,ENSG00000158480,WIPF2,SPATA2
7393,ENSG00000171862,ENSG00000173890,PTEN,GPR160
7394,ENSG00000171940,ENSG00000048828,ZNF217,FAM120A
7395,ENSG00000171940,ENSG00000197535,ZNF217,MYO5A
7396,ENSG00000171940,ENSG00000197670,ZNF217,RP4-724E16.2
